transaction_id,customer_id,product_id,transaction_date,product_name,category,quantity,unit_price,total_amount,cost_price,profit,customer_segment,acquisition_channel,region,age_group,payment_method,sales_rep,registration_date,month_year,quarter,day_of_week,customer_lifetime_days
14516,254,30,2/3/23,Meditation Cushion,Books,3,16.93,50.79,10.65,18.84,Premium,Email,East,26-35,PayPal,Carol Davis,2/24/23,2023-02,2023Q1,Friday,-21
7243,1335,17,2/3/23,Gaming Mouse,Electronics,1,6.55,6.55,5.45,1.1,Budget Conscious,Direct,East,26-35,PayPal,David Wilson,3/18/23,2023-02,2023Q1,Friday,-43
7565,1856,28,2/3/23,Art Supplies,Beauty,2,23.53,47.06,18.83,9.4,Frequent,Search Engine,Central,56+,PayPal,Bob Smith,1/20/23,2023-02,2023Q1,Friday,14
1960,1118,46,2/3/23,Non-stick Pan,Clothing,3,11.56,34.68,6.18,16.14,Frequent,Social Media,Central,26-35,PayPal,David Wilson,2/1/23,2023-02,2023Q1,Friday,2
13452,8,16,2/3/23,Skincare Kit,Sports,2,12.8,25.6,9.19,7.22,Frequent,Search Engine,North,26-35,Credit Card,Alice Johnson,3/9/23,2023-02,2023Q1,Friday,-34
9122,458,47,2/3/23,Trail Running Shoes,Clothing,1,11.89,11.89,11.52,0.37,Frequent,Email,East,18-25,PayPal,David Wilson,3/27/23,2023-02,2023Q1,Friday,-52
9078,597,12,2/3/23,Sunglasses,Beauty,3,12.61,37.83,7.14,16.41,Occasional,Social Media,East,18-25,Cash,Alice Johnson,3/5/23,2023-02,2023Q1,Friday,-30
3225,1112,32,2/3/23,Standing Desk,Clothing,-2,86.67,-173.34,57.04,-59.26,Premium,Referral,North,36-45,Credit Card,Bob Smith,2/18/23,2023-02,2023Q1,Friday,-15
6678,1936,22,2/3/23,Car Phone Mount,Books,1,13.42,13.42,12.11,1.31,Budget Conscious,Direct,East,26-35,Debit Card,Carol Davis,8/10/23,2023-02,2023Q1,Friday,-188
3051,1860,47,2/3/23,Trail Running Shoes,Clothing,3,10.5,31.5,11.52,-3.06,Budget Conscious,Search Engine,West,46-55,Credit Card,Alice Johnson,6/18/23,2023-02,2023Q1,Friday,-135
11970,298,25,2/3/23,Protein Powder,Books,2,13.87,27.74,6.92,13.9,Premium,Social Media,South,46-55,Cash,Emma Brown,11/17/23,2023-02,2023Q1,Friday,-287
14935,1346,5,2/3/23,Running Shoes,Home & Garden,-2,15.81,-31.62,12.85,-5.92,Occasional,Email,Central,46-55,Credit Card,Carol Davis,2/11/23,2023-02,2023Q1,Friday,-8
4272,1140,39,2/3/23,Blender,Automotive,2,6.96,13.92,5.7,2.52,Occasional,Social Media,East,18-25,Cash,Bob Smith,7/25/23,2023-02,2023Q1,Friday,-172
5320,393,40,2/3/23,Dumbbells,Automotive,3,24.06,72.18,13.64,31.26,Premium,Referral,Central,36-45,Cash,Bob Smith,11/15/23,2023-02,2023Q1,Friday,-285
11630,581,48,2/3/23,Sketch Pad,Automotive,1,43.8,43.8,36.72,7.08,Frequent,Search Engine,East,56+,Credit Card,,10/31/23,2023-02,2023Q1,Friday,-270
292,2465,7,2/3/23,Bluetooth Speaker,Clothing,3,65.69,197.07,34.86,92.49,Occasional,Direct,West,56+,Credit Card,Alice Johnson,7/27/23,2023-02,2023Q1,Friday,-174
14192,274,34,2/3/23,Bike Helmet,Books,3,6.07,18.21,4.55,4.56,Budget Conscious,Email,East,36-45,Cash,Alice Johnson,7/4/23,2023-02,2023Q1,Friday,-151
2219,1786,6,2/3/23,Yoga Mat,Clothing,3,16.72,50.16,9.35,22.11,Frequent,Search Engine,East,36-45,Cash,Emma Brown,4/23/23,2023-02,2023Q1,Friday,-79
9681,1751,3,2/3/23,Laptop Stand,Electronics,1,28.3,28.3,17.4,10.9,Frequent,Search Engine,East,46-55,Debit Card,Bob Smith,2/2/23,2023-02,2023Q1,Friday,1
1683,1101,21,2/3/23,Essential Oils,Clothing,2,65.67,131.34,49.04,33.26,Premium,Social Media,East,56+,Debit Card,Alice Johnson,8/31/23,2023-02,2023Q1,Friday,-209
12517,427,17,2/3/23,Gaming Mouse,Electronics,1,8.34,8.34,5.45,2.89,Premium,Direct,Central,36-45,PayPal,Bob Smith,11/13/23,2023-02,2023Q1,Friday,-283
11837,196,43,2/4/23,Weighted Blanket,Sports,2,14.43,28.86,10.48,7.9,Budget Conscious,Social Media,East,36-45,Cash,David Wilson,2/10/23,2023-02,2023Q1,Saturday,-6
9230,594,5,2/4/23,Running Shoes,Home & Garden,1,17.17,17.17,12.85,4.32,Premium,Email,East,56+,PayPal,Carol Davis,3/5/23,2023-02,2023Q1,Saturday,-29
3437,2318,41,2/4/23,Aromatherapy Diffuser,Clothing,3,25.02,75.06,23.17,5.55,Budget Conscious,Referral,West,56+,Debit Card,Alice Johnson,3/5/23,2023-02,2023Q1,Saturday,-29
5930,2107,6,2/4/23,Yoga Mat,Clothing,1,17.56,17.56,9.35,8.21,Premium,Email,North,36-45,PayPal,Emma Brown,5/22/23,2023-02,2023Q1,Saturday,-107
9211,923,40,2/4/23,Dumbbells,Automotive,2,23.64,47.28,13.64,20,Occasional,Email,Central,26-35,Credit Card,David Wilson,4/18/23,2023-02,2023Q1,Saturday,-73
521,1530,36,2/4/23,Face Mask Set,Automotive,1,8,8,5.46,2.54,Premium,Email,North,46-55,Debit Card,Emma Brown,6/18/23,2023-02,2023Q1,Saturday,-134
3860,1077,43,2/4/23,Weighted Blanket,Sports,5,18.22,91.1,10.48,38.7,Premium,Search Engine,North,46-55,PayPal,Carol Davis,1/13/23,2023-02,2023Q1,Saturday,22
6298,2305,28,2/4/23,Art Supplies,Beauty,1,23.42,23.42,18.83,4.59,Frequent,Search Engine,South,56+,PayPal,Carol Davis,8/22/23,2023-02,2023Q1,Saturday,-199
9866,1013,36,2/4/23,Face Mask Set,Automotive,3,5.28,15.84,5.46,-0.54,Budget Conscious,Direct,North,46-55,PayPal,Bob Smith,9/14/23,2023-02,2023Q1,Saturday,-222
9238,903,42,2/4/23,Car Organizer,Beauty,6,20.2,121.2,17.63,15.42,Occasional,Referral,West,18-25,Credit Card,Carol Davis,6/29/23,2023-02,2023Q1,Saturday,-145
2688,2360,31,2/4/23,Wireless Earbuds,Sports,2,10.31,20.62,8.44,3.74,Budget Conscious,Email,East,46-55,PayPal,,7/21/23,2023-02,2023Q1,Saturday,-167
14122,1220,14,2/4/23,Portable Charger,Electronics,2,4.42,8.84,2.31,4.22,Occasional,Social Media,South,18-25,PayPal,Alice Johnson,4/13/23,2023-02,2023Q1,Saturday,-68
1153,901,9,2/4/23,Desk Lamp,Beauty,1,12.85,12.85,10.31,2.54,Premium,Search Engine,South,56+,PayPal,David Wilson,12/15/23,2023-02,2023Q1,Saturday,-314
9862,469,25,2/4/23,Protein Powder,Books,1,13.75,13.75,6.92,6.83,Premium,Referral,North,56+,Credit Card,Alice Johnson,2/20/23,2023-02,2023Q1,Saturday,-16
9168,266,28,2/4/23,Art Supplies,Beauty,3,25.49,76.47,18.83,19.98,Occasional,Social Media,North,18-25,PayPal,Bob Smith,12/21/23,2023-02,2023Q1,Saturday,-320
3362,1053,17,2/4/23,Gaming Mouse,Electronics,3,9.56,28.68,5.45,12.33,Premium,Search Engine,South,36-45,Credit Card,David Wilson,8/10/23,2023-02,2023Q1,Saturday,-187
6199,1917,30,2/4/23,Meditation Cushion,Books,1,12.49,12.49,10.65,1.84,Budget Conscious,Referral,North,46-55,Cash,Alice Johnson,5/8/23,2023-02,2023Q1,Saturday,-93
11968,1601,3,2/4/23,Laptop Stand,Electronics,1,30.06,30.06,17.4,12.66,Occasional,Email,East,36-45,Debit Card,Alice Johnson,6/18/23,2023-02,2023Q1,Saturday,-134
8786,41,28,2/4/23,Art Supplies,Beauty,2,28.57,57.14,18.83,19.48,Premium,Search Engine,West,36-45,Credit Card,Alice Johnson,3/18/23,2023-02,2023Q1,Saturday,-42
14251,493,49,2/4/23,Screwdriver Set,Home & Garden,1,27.78,27.78,19.05,8.73,Premium,Email,South,26-35,Cash,Emma Brown,5/6/23,2023-02,2023Q1,Saturday,-91
994,1089,29,2/4/23,Tool Kit,Beauty,1,12,12,9.58,2.42,Occasional,Referral,Central,46-55,Credit Card,Bob Smith,11/17/23,2023-02,2023Q1,Saturday,-286
12005,858,34,2/4/23,Bike Helmet,Books,1,6.97,6.97,4.55,2.42,Budget Conscious,Email,Central,18-25,Credit Card,Carol Davis,7/28/23,2023-02,2023Q1,Saturday,-174
12784,922,8,2/4/23,Phone Case,Clothing,4,32.91,131.64,29.22,14.76,Occasional,Direct,West,36-45,Credit Card,Emma Brown,8/10/23,2023-02,2023Q1,Saturday,-187
12955,1810,44,2/4/23,Smart Bulb,Home & Garden,3,14.97,44.91,8.16,20.43,Premium,Email,East,56+,Cash,Alice Johnson,12/23/23,2023-02,2023Q1,Saturday,-322
12159,2002,44,2/4/23,Smart Bulb,Home & Garden,1,14.75,14.75,8.16,6.59,Occasional,Search Engine,South,26-35,Credit Card,Emma Brown,5/7/23,2023-02,2023Q1,Saturday,-92
7869,32,36,2/4/23,Face Mask Set,Automotive,3,8.02,24.06,5.46,7.68,Premium,Social Media,Central,26-35,PayPal,Emma Brown,6/11/23,2023-02,2023Q1,Saturday,-127
11870,410,1,2/4/23,Wireless Headphones,Beauty,2,31.89,63.78,16.14,31.5,Premium,Direct,South,26-35,Credit Card,David Wilson,5/1/23,2023-02,2023Q1,Saturday,-86
3818,1299,14,2/4/23,Portable Charger,Electronics,1,4.2,4.2,2.31,1.89,Frequent,Direct,South,56+,Debit Card,Carol Davis,12/2/23,2023-02,2023Q1,Saturday,-301
12169,223,11,2/4/23,Backpack,Beauty,3,12.61,37.83,10.69,5.76,Occasional,Social Media,East,18-25,Credit Card,Bob Smith,5/11/23,2023-02,2023Q1,Saturday,-96
14057,1981,39,2/4/23,Blender,Automotive,1,6.15,6.15,5.7,0.45,Frequent,Referral,West,18-25,Debit Card,Bob Smith,7/29/23,2023-02,2023Q1,Saturday,-175
12799,2350,20,2/4/23,Resistance Bands,Clothing,3,5.6,16.8,3.95,4.95,Frequent,Search Engine,South,46-55,PayPal,Emma Brown,7/20/23,2023-02,2023Q1,Saturday,-166
7840,313,35,2/4/23,Recipe Book,Home & Garden,1,37.2,37.2,19.39,17.81,Premium,Search Engine,South,18-25,Debit Card,,9/6/23,2023-02,2023Q1,Saturday,-214
3074,1443,27,2/4/23,Hiking Boots,Beauty,1,8.17,8.17,6.14,2.03,Frequent,Social Media,West,46-55,Credit Card,Bob Smith,5/9/23,2023-02,2023Q1,Saturday,-94
3754,799,23,2/4/23,Throw Pillow,Books,3,20.47,61.41,17.25,9.66,Occasional,Direct,Central,18-25,PayPal,Emma Brown,4/3/23,2023-02,2023Q1,Saturday,-58
3591,1483,25,2/4/23,Protein Powder,Books,3,12.03,36.09,6.92,15.33,Occasional,Email,South,36-45,Debit Card,Bob Smith,8/2/23,2023-02,2023Q1,Saturday,-179
885,1362,2,2/4/23,Smart Watch,Electronics,1,13.92,13.92,14.07,-0.15,Budget Conscious,Referral,East,56+,Credit Card,Bob Smith,12/31/23,2023-02,2023Q1,Saturday,-330
7464,1945,48,2/4/23,Sketch Pad,Automotive,2,47.83,95.66,36.72,22.22,Premium,Direct,Central,36-45,Credit Card,Carol Davis,10/3/23,2023-02,2023Q1,Saturday,-241
8218,2153,39,2/4/23,Blender,Automotive,1,6.29,6.29,5.7,0.59,Frequent,Email,West,46-55,PayPal,Bob Smith,8/22/23,2023-02,2023Q1,Saturday,-199
13653,438,2,2/4/23,Smart Watch,Electronics,-3,16.83,-50.49,14.07,-8.28,Frequent,Search Engine,East,36-45,Cash,David Wilson,5/17/23,2023-02,2023Q1,Saturday,-102
13854,2273,2,2/4/23,Smart Watch,Electronics,1,18.94,18.94,14.07,4.87,Premium,Referral,Central,46-55,Credit Card,Carol Davis,3/7/23,2023-02,2023Q1,Saturday,-31
13570,1052,15,2/4/23,Notebook Set,Books,3,5.09,15.27,4.07,3.06,Occasional,Direct,Central,46-55,Credit Card,Alice Johnson,6/15/23,2023-02,2023Q1,Saturday,-131
1548,577,3,2/4/23,Laptop Stand,Electronics,3,32.45,97.35,17.4,45.15,Occasional,Direct,Central,18-25,Cash,Carol Davis,3/23/23,2023-02,2023Q1,Saturday,-47
8164,656,12,2/4/23,Sunglasses,Beauty,2,11.34,22.68,7.14,8.4,Budget Conscious,Referral,Central,56+,Cash,Emma Brown,11/22/23,2023-02,2023Q1,Saturday,-291
10655,1648,40,2/4/23,Dumbbells,Automotive,3,19.66,58.98,13.64,18.06,Budget Conscious,Referral,South,18-25,Credit Card,Alice Johnson,7/8/23,2023-02,2023Q1,Saturday,-154
11450,926,29,2/4/23,Tool Kit,Beauty,1,9.11,9.11,9.58,-0.47,Budget Conscious,Search Engine,Central,18-25,Cash,Alice Johnson,6/12/23,2023-02,2023Q1,Saturday,-128
5045,403,39,2/4/23,Blender,Automotive,3,6.04,18.12,5.7,1.02,Frequent,Direct,West,36-45,Debit Card,David Wilson,3/22/23,2023-02,2023Q1,Saturday,-46
102,1209,17,2/4/23,Gaming Mouse,Electronics,2,7.86,15.72,5.45,4.82,Occasional,Referral,South,56+,PayPal,Emma Brown,12/3/23,2023-02,2023Q1,Saturday,-302
2945,1493,39,2/4/23,Blender,Automotive,1,6.05,6.05,5.7,0.35,Budget Conscious,Social Media,West,46-55,PayPal,Emma Brown,6/6/23,2023-02,2023Q1,Saturday,-122
11014,1850,41,2/4/23,Aromatherapy Diffuser,Clothing,7,38.07,266.49,23.17,104.3,Premium,Referral,South,26-35,PayPal,Emma Brown,6/1/23,2023-02,2023Q1,Saturday,-117
4758,1837,28,2/4/23,Art Supplies,Beauty,2,26.21,52.42,18.83,14.76,Occasional,Email,East,46-55,Credit Card,Emma Brown,1/11/23,2023-02,2023Q1,Saturday,24
1529,2014,44,2/4/23,Smart Bulb,Home & Garden,1,13.61,13.61,8.16,5.45,Occasional,Referral,East,26-35,PayPal,Carol Davis,3/17/23,2023-02,2023Q1,Saturday,-41
11287,332,20,2/4/23,Resistance Bands,Clothing,2,5.99,11.98,3.95,4.08,Frequent,Social Media,Central,26-35,Debit Card,Bob Smith,10/24/23,2023-02,2023Q1,Saturday,-262
1441,1876,38,2/4/23,Succulent Plant,Electronics,1,3.12,3.12,2.83,0.29,Budget Conscious,Referral,East,56+,PayPal,,10/4/23,2023-02,2023Q1,Saturday,-242
5066,864,40,2/4/23,Dumbbells,Automotive,2,23.15,46.3,13.64,19.02,Frequent,Social Media,East,36-45,Debit Card,Bob Smith,10/28/23,2023-02,2023Q1,Saturday,-266
11353,326,9,2/4/23,Desk Lamp,Beauty,1,13.32,13.32,10.31,3.01,Occasional,Search Engine,North,26-35,Cash,Alice Johnson,2/22/23,2023-02,2023Q1,Saturday,-18
4204,152,42,2/4/23,Car Organizer,Beauty,3,21.06,63.18,17.63,10.29,Frequent,Social Media,Central,18-25,Credit Card,Emma Brown,11/5/23,2023-02,2023Q1,Saturday,-274
14939,755,10,2/4/23,Water Bottle,Electronics,3,29.34,88.02,23.43,17.73,Premium,Social Media,East,26-35,Debit Card,Emma Brown,1/13/23,2023-02,2023Q1,Saturday,22
1879,1942,47,2/4/23,Trail Running Shoes,Clothing,5,13.79,68.95,11.52,11.35,Frequent,Social Media,Central,56+,Credit Card,Alice Johnson,2/12/23,2023-02,2023Q1,Saturday,-8
5144,2286,49,2/4/23,Screwdriver Set,Home & Garden,-1,22.97,-22.97,19.05,-3.92,Frequent,Search Engine,Central,26-35,Credit Card,Carol Davis,7/6/23,2023-02,2023Q1,Saturday,-152
13330,773,12,2/4/23,Sunglasses,Beauty,1,11.03,11.03,7.14,3.89,Budget Conscious,Social Media,East,46-55,Credit Card,Alice Johnson,4/7/23,2023-02,2023Q1,Saturday,-62
4648,1126,49,2/4/23,Screwdriver Set,Home & Garden,1,25.42,25.42,19.05,6.37,Frequent,Referral,West,46-55,Credit Card,David Wilson,8/15/23,2023-02,2023Q1,Saturday,-192
13176,795,21,2/4/23,Essential Oils,Clothing,1,69.72,69.72,49.04,20.68,Premium,Referral,North,26-35,PayPal,Emma Brown,9/9/23,2023-02,2023Q1,Saturday,-217
11600,460,34,2/4/23,Bike Helmet,Books,2,8.73,17.46,4.55,8.36,Frequent,Referral,West,46-55,Credit Card,Carol Davis,3/2/23,2023-02,2023Q1,Saturday,-26
13607,1134,34,2/4/23,Bike Helmet,Books,1,7.54,7.54,4.55,2.99,Budget Conscious,Referral,North,56+,PayPal,David Wilson,12/13/23,2023-02,2023Q1,Saturday,-312
4405,616,21,2/4/23,Essential Oils,Clothing,1,61.42,61.42,49.04,12.38,Occasional,Search Engine,West,18-25,Cash,Emma Brown,12/8/23,2023-02,2023Q1,Saturday,-307
10773,854,9,2/4/23,Desk Lamp,Beauty,-1,10.36,-10.36,10.31,-0.05,Budget Conscious,Email,West,18-25,PayPal,Alice Johnson,7/28/23,2023-02,2023Q1,Saturday,-174
13337,1308,47,2/4/23,Trail Running Shoes,Clothing,2,12.38,24.76,11.52,1.72,Frequent,Referral,West,26-35,Credit Card,Alice Johnson,12/5/23,2023-02,2023Q1,Saturday,-304
9664,1158,1,2/5/23,Wireless Headphones,Beauty,1,21.73,21.73,16.14,5.59,Budget Conscious,Social Media,East,46-55,PayPal,David Wilson,12/12/23,2023-02,2023Q1,Sunday,-310
3929,2044,26,2/5/23,Cookware Set,Clothing,-3,22.12,-66.36,16.46,-16.98,Occasional,Social Media,East,56+,Cash,Emma Brown,9/14/23,2023-02,2023Q1,Sunday,-221
9371,1367,39,2/5/23,Blender,Automotive,1,6.07,6.07,5.7,0.37,Budget Conscious,Direct,East,26-35,Credit Card,Alice Johnson,9/11/23,2023-02,2023Q1,Sunday,-218
308,2336,6,2/5/23,Yoga Mat,Clothing,1,16.48,16.48,9.35,7.13,Frequent,Direct,East,56+,Credit Card,Bob Smith,4/2/23,2023-02,2023Q1,Sunday,-56
9925,105,15,2/5/23,Notebook Set,Books,3,4.28,12.84,4.07,0.63,Frequent,Direct,West,56+,Cash,Bob Smith,9/3/23,2023-02,2023Q1,Sunday,-210
3567,1662,50,2/5/23,Floor Cushion,Electronics,1,4.85,4.85,3.96,0.89,Occasional,Referral,South,26-35,Cash,Alice Johnson,2/7/23,2023-02,2023Q1,Sunday,-2
2127,528,36,2/5/23,Face Mask Set,Automotive,3,6.56,19.68,5.46,3.3,Frequent,Email,West,36-45,Debit Card,Alice Johnson,12/5/23,2023-02,2023Q1,Sunday,-303
10512,811,27,2/5/23,Hiking Boots,Beauty,2,6.68,13.36,6.14,1.08,Occasional,Search Engine,South,56+,Credit Card,David Wilson,5/27/23,2023-02,2023Q1,Sunday,-111
6694,2158,2,2/5/23,Smart Watch,Electronics,3,16.84,50.52,14.07,8.31,Premium,Email,North,18-25,PayPal,,11/5/23,2023-02,2023Q1,Sunday,-273
977,390,35,2/5/23,Recipe Book,Home & Garden,1,34.71,34.71,19.39,15.32,Frequent,Search Engine,Central,26-35,Cash,Bob Smith,7/4/23,2023-02,2023Q1,Sunday,-149
2083,2418,43,2/5/23,Weighted Blanket,Sports,-1,15.15,-15.15,10.48,-4.67,Budget Conscious,Search Engine,East,26-35,PayPal,Bob Smith,7/12/23,2023-02,2023Q1,Sunday,-157
4859,1539,33,2/5/23,Air Purifier,Sports,1,21.34,21.34,9.89,11.45,Premium,Search Engine,Central,46-55,Debit Card,Bob Smith,10/11/23,2023-02,2023Q1,Sunday,-248
3765,1917,11,2/5/23,Backpack,Beauty,2,11.35,22.7,10.69,1.32,Budget Conscious,Referral,North,46-55,PayPal,Bob Smith,5/8/23,2023-02,2023Q1,Sunday,-92
14158,108,27,2/5/23,Hiking Boots,Beauty,2,7.73,15.46,6.14,3.18,Premium,Social Media,Central,36-45,PayPal,Carol Davis,5/18/23,2023-02,2023Q1,Sunday,-102
10966,57,29,2/5/23,Tool Kit,Beauty,3,10.71,32.13,9.58,3.39,Occasional,Referral,North,26-35,Cash,Bob Smith,12/30/23,2023-02,2023Q1,Sunday,-328
7599,2319,9,2/5/23,Desk Lamp,Beauty,2,12.83,25.66,10.31,5.04,Premium,Social Media,West,36-45,PayPal,Carol Davis,5/21/23,2023-02,2023Q1,Sunday,-105
9739,1775,4,2/5/23,Coffee Maker,Beauty,2,57.36,114.72,57.75,-0.78,Frequent,Social Media,East,36-45,PayPal,Bob Smith,7/2/23,2023-02,2023Q1,Sunday,-147
14966,1922,5,2/5/23,Running Shoes,Home & Garden,2,17.33,34.66,12.85,8.96,Premium,Social Media,East,36-45,Cash,,11/22/23,2023-02,2023Q1,Sunday,-290
14490,1583,4,2/5/23,Coffee Maker,Beauty,3,58.5,175.5,57.75,2.25,Frequent,Search Engine,East,56+,Debit Card,Carol Davis,11/6/23,2023-02,2023Q1,Sunday,-274
10774,2358,5,2/5/23,Running Shoes,Home & Garden,3,17.33,51.99,12.85,13.44,Premium,Social Media,West,56+,PayPal,Alice Johnson,12/25/23,2023-02,2023Q1,Sunday,-323
6447,2033,28,2/5/23,Art Supplies,Beauty,3,19.51,58.53,18.83,2.04,Budget Conscious,Direct,South,46-55,PayPal,Emma Brown,12/28/23,2023-02,2023Q1,Sunday,-326
4325,2354,5,2/5/23,Running Shoes,Home & Garden,2,14.01,28.02,12.85,2.32,Budget Conscious,Social Media,North,46-55,PayPal,David Wilson,5/25/23,2023-02,2023Q1,Sunday,-109
11534,437,35,2/5/23,Recipe Book,Home & Garden,2,33.56,67.12,19.39,28.34,Frequent,Social Media,West,56+,PayPal,Alice Johnson,10/13/23,2023-02,2023Q1,Sunday,-250
1865,50,16,2/5/23,Skincare Kit,Sports,2,12.29,24.58,9.19,6.2,Frequent,Search Engine,South,46-55,Cash,Bob Smith,8/28/23,2023-02,2023Q1,Sunday,-204
1917,1189,5,2/5/23,Running Shoes,Home & Garden,1,16.03,16.03,12.85,3.18,Premium,Social Media,North,46-55,Credit Card,Bob Smith,6/9/23,2023-02,2023Q1,Sunday,-124
2815,1259,40,2/5/23,Dumbbells,Automotive,1,24.21,24.21,13.64,10.57,Premium,Referral,North,26-35,PayPal,Alice Johnson,4/16/23,2023-02,2023Q1,Sunday,-70
1008,2217,47,2/5/23,Trail Running Shoes,Clothing,6,11.57,69.42,11.52,0.3,Frequent,Referral,West,56+,Debit Card,Alice Johnson,12/6/23,2023-02,2023Q1,Sunday,-304
11074,1339,30,2/5/23,Meditation Cushion,Books,3,13.26,39.78,10.65,7.83,Frequent,Search Engine,South,46-55,PayPal,Emma Brown,11/19/23,2023-02,2023Q1,Sunday,-287
12015,1433,10,2/5/23,Water Bottle,Electronics,6,28.18,169.08,23.43,28.5,Frequent,Email,Central,46-55,Cash,David Wilson,3/2/23,2023-02,2023Q1,Sunday,-25
13550,2469,47,2/5/23,Trail Running Shoes,Clothing,3,13.81,41.43,11.52,6.87,Occasional,Social Media,South,36-45,Credit Card,Carol Davis,10/12/23,2023-02,2023Q1,Sunday,-249
8421,255,8,2/5/23,Phone Case,Clothing,3,32.29,96.87,29.22,9.21,Occasional,Social Media,West,36-45,Cash,Alice Johnson,8/11/23,2023-02,2023Q1,Sunday,-187
6626,1169,25,2/5/23,Protein Powder,Books,4,12.94,51.76,6.92,24.08,Frequent,Email,North,26-35,PayPal,Bob Smith,1/1/24,2023-02,2023Q1,Sunday,-330
633,1704,6,2/5/23,Yoga Mat,Clothing,2,16.41,32.82,9.35,14.12,Premium,Search Engine,West,56+,Debit Card,Bob Smith,2/9/23,2023-02,2023Q1,Sunday,-4
5610,1866,30,2/5/23,Meditation Cushion,Books,1,16.09,16.09,10.65,5.44,Premium,Direct,West,46-55,Debit Card,Carol Davis,9/24/23,2023-02,2023Q1,Sunday,-231
6491,2301,40,2/5/23,Dumbbells,Automotive,1,19.78,19.78,13.64,6.14,Occasional,Social Media,South,56+,Credit Card,Carol Davis,6/1/23,2023-02,2023Q1,Sunday,-116
3641,2248,11,2/5/23,Backpack,Beauty,3,14.69,44.07,10.69,12,Premium,Direct,South,56+,PayPal,Emma Brown,10/22/23,2023-02,2023Q1,Sunday,-259
8649,1916,47,2/5/23,Trail Running Shoes,Clothing,3,10.13,30.39,11.52,-4.17,Budget Conscious,Referral,North,36-45,PayPal,Carol Davis,11/7/23,2023-02,2023Q1,Sunday,-275
3590,1778,2,2/5/23,Smart Watch,Electronics,2,18.37,36.74,14.07,8.6,Occasional,Direct,North,36-45,PayPal,Emma Brown,1/8/23,2023-02,2023Q1,Sunday,28
8642,1456,22,2/5/23,Car Phone Mount,Books,2,17.97,35.94,12.11,11.72,Premium,Search Engine,South,36-45,PayPal,Emma Brown,6/27/23,2023-02,2023Q1,Sunday,-142
3310,1768,4,2/5/23,Coffee Maker,Beauty,1,63.9,63.9,57.75,6.15,Occasional,Social Media,West,56+,Credit Card,Bob Smith,10/5/23,2023-02,2023Q1,Sunday,-242
2710,2172,41,2/5/23,Aromatherapy Diffuser,Clothing,3,30.86,92.58,23.17,23.07,Frequent,Search Engine,Central,56+,Debit Card,Alice Johnson,12/5/23,2023-02,2023Q1,Sunday,-303
13361,412,31,2/5/23,Wireless Earbuds,Sports,2,11.36,22.72,8.44,5.84,Frequent,Email,West,46-55,PayPal,Alice Johnson,10/13/23,2023-02,2023Q1,Sunday,-250
1807,1642,9,2/5/23,Desk Lamp,Beauty,3,13.06,39.18,10.31,8.25,Frequent,Referral,South,56+,Credit Card,Carol Davis,12/24/23,2023-02,2023Q1,Sunday,-322
5175,504,48,2/5/23,Sketch Pad,Automotive,3,42.24,126.72,36.72,16.56,Occasional,Direct,East,18-25,Credit Card,Emma Brown,12/16/23,2023-02,2023Q1,Sunday,-314
9037,1171,21,2/5/23,Essential Oils,Clothing,1,55.96,55.96,49.04,6.92,Budget Conscious,Social Media,West,46-55,Credit Card,David Wilson,10/31/23,2023-02,2023Q1,Sunday,-268
8409,1628,37,2/5/23,Gaming Keyboard,Automotive,1,16.42,16.42,14.33,2.09,Budget Conscious,Search Engine,East,26-35,PayPal,David Wilson,12/24/23,2023-02,2023Q1,Sunday,-322
6778,478,1,2/5/23,Wireless Headphones,Beauty,2,24.97,49.94,16.14,17.66,Occasional,Social Media,South,56+,Debit Card,Carol Davis,8/1/23,2023-02,2023Q1,Sunday,-177
13620,2245,8,2/5/23,Phone Case,Clothing,1,36.27,36.27,29.22,7.05,Occasional,Social Media,South,18-25,Credit Card,Alice Johnson,12/21/23,2023-02,2023Q1,Sunday,-319
525,999,31,2/5/23,Wireless Earbuds,Sports,1,10.47,10.47,8.44,2.03,Budget Conscious,Search Engine,North,46-55,Cash,David Wilson,1/19/23,2023-02,2023Q1,Sunday,17
6812,1473,25,2/5/23,Protein Powder,Books,1,13.72,13.72,6.92,6.8,Premium,Direct,West,18-25,Debit Card,Emma Brown,10/28/23,2023-02,2023Q1,Sunday,-265
2341,2057,23,2/5/23,Throw Pillow,Books,1,17.74,17.74,17.25,0.49,Budget Conscious,Search Engine,West,18-25,Debit Card,Alice Johnson,5/18/23,2023-02,2023Q1,Sunday,-102
10845,1196,39,2/5/23,Blender,Automotive,1,6.55,6.55,5.7,0.85,Premium,Social Media,North,46-55,Debit Card,Carol Davis,10/26/23,2023-02,2023Q1,Sunday,-263
44,148,2,2/5/23,Smart Watch,Electronics,3,18.09,54.27,14.07,12.06,Frequent,Social Media,West,46-55,Cash,David Wilson,9/9/23,2023-02,2023Q1,Sunday,-216
549,742,8,2/5/23,Phone Case,Clothing,-1,36.59,-36.59,29.22,-7.37,Frequent,Email,North,26-35,Credit Card,Carol Davis,7/18/23,2023-02,2023Q1,Sunday,-163
5783,1720,30,2/5/23,Meditation Cushion,Books,2,13.95,27.9,10.65,6.6,Occasional,Search Engine,East,46-55,PayPal,David Wilson,12/23/23,2023-02,2023Q1,Sunday,-321
